itemString,itemName,stackSize,quantity,price,otherPlayer,player,time,source
i:114013,\"01000010\",1,37,5000,Merchant,Etlol,1610970390,Vendor
i:114004,?,1,43,10000,Merchant,Etlol,1610970390,Vendor
i:176420::1:6909:1:9:60,?,1,48,157778,Merchant,Etlol,1610970390,Vendor
i:115500,?,1,1,25000,Merchant,Etlol,1610970396,Vendor
i:173874,Twisted Sediment,5,25,12932,Merchant,Etlol,1610971929,Vendor
i:178136,Emotional Residue,6,60,3449,Merchant,Etlol,1610971929,Vendor
i:178137,?,1,16,142744,Merchant,Etlol,1610971929,Vendor
i:6457,?,4,80,4,Merchant,Etlol,1610971929,Vendor
i:174021,Age-Worn Shortblade,1,20,10949,Merchant,Etlol,1610971929,Vendor
i:6457,?,1,3,4,Merchant,Etlol,1610974620,Vendor
i:178953,Blackhound Sword,1,1,722000,Aftergløw,Etlol,1610173287,Auction
i:178949,Blackhound Claymore,1,1,940500,Gumorc,Etlol,1610173312,Auction
i:176992,Warflesh Bracers,1,1,475380,Hll,Etlol,1610176573,Auction
i:46009,Bindings of the Depths,1,1,341905,Yourmomm,Etlol,1610200826,Auction
i:176991,Ossein Scale Cuffs,1,1,664050,Mbâh,Etlol,1610246641,Auction
i:71638,Ornate Weapon,1,1,950000,Stormwings,Etlol,1610267242,Auction
i:173034,Silvergill Pike,3,3,134995,Düst,Etlol,1610853137,Auction
i:152542,Hardened Tempest Hide,200,200,2375,Kiaai,Etlol,1610853122,Auction
i:152545,Frenzied Fangtooth,266,266,1995,Ginormodikus,Etlol,1610853122,Auction
i:173033,Iridescent Amberjack,4,4,456000,Petamion,Etlol,1610853122,Auction
i:39681,Handful of Cobalt Bolts,9,9,1819250,Multiple Buyers,Etlol,1610853123,Auction
i:4371,Bronze Tube,4,4,655880,Neverdead,Etlol,1610853123,Auction
i:173204,Lightless Silk,2,2,1254760,Pochaiyun,Etlol,1610853123,Auction
i:36916,Cobalt Bar,11,11,959025,Maythefourth,Etlol,1610853123,Auction
i:172230,Soul Dust,5,5,152000,Phrosthale,Etlol,1610853124,Auction
i:127835,Ancient Mana Potion,3,3,9405,Ellá,Etlol,1610853124,Auction
i:172092,Pallid Bone,4,4,11495,Snuffy,Etlol,1610853124,Auction
i:151609,Tears of the Naaru,1,1,28405,Jorgers,Etlol,1610853125,Auction
i:173109,Angerseye,135,135,16625,Shenanígans,Etlol,1610853125,Auction
i:120257,Drums of Fury,17,17,11875,Gasp,Etlol,1610853125,Auction
i:176981,Warflesh Spaulders,1,1,950000,Tandreanar,Etlol,1610103085,Auction
i:176974,Bloodskin Hood,1,1,503500,Combustlut,Etlol,1610105215,Auction
i:111820,Swapblaster,1,1,3325000,Ravaiim,Etlol,1610105343,Auction
i:180794,Gore-Smudged Shortsword,1,1,731500,Sydeswipe,Etlol,1610112070,Auction
i:178136,Emotional Residue,1,5,3449,Merchant,Etlol,1610982616,Vendor
i:184391,Hollow Phylactery Shard,3,15,24617,Merchant,Etlol,1610982616,Vendor
i:176809,Cracked Actuator,1,5,4534,Merchant,Etlol,1610982616,Vendor
i:181291,?,1,1,16,Merchant,Etlol,1610982961,Vendor
i:172230,Soul Dust,13,13,160550,Harkmed,Etlol,1610853129,Auction
i:176852,Hardened Tail Bone,1,2,12945,Merchant,Etlol,1610983906,Vendor
i:174283,Stygian Stew,11,11,1875,Merchant,Etlol,1610983927,Vendor
i:179284,?,1,1,1875,Merchant,Etlol,1610983928,Vendor
i:179285,Jumari,2,2,1875,Merchant,Etlol,1610983930,Vendor
i:181633::3:1472:6616:6652,?,1,1,840768,Merchant,Etlol,1611013344,Vendor
i:178869::3:1498:6646:6652,?,1,1,505670,Merchant,Etlol,1611013363,Vendor
i:173362,Lustrous Scale,1,2,3816,Merchant,Etlol,1611013969,Vendor
i:174021,Age-Worn Shortblade,1,6,10949,Merchant,Etlol,1611014934,Vendor
i:174022,Ceremonial Hand Bell,4,16,10305,Merchant,Etlol,1611014934,Vendor
i:184566,Adrima's Potpourri,7,28,986786,Merchant,Etlol,1611014934,Vendor
i:176441::1:6909:1:9:60,?,1,4,96224,Merchant,Etlol,1611014934,Vendor
i:176418::1:6909:1:9:60,?,1,4,105240,Merchant,Etlol,1611016333,Vendor
i:176809,Cracked Actuator,5,20,4534,Merchant,Etlol,1611016333,Vendor
i:6457,?,8,32,4,Merchant,Etlol,1611016333,Vendor
i:176807,Dented Armorplate,2,8,13450,Merchant,Etlol,1611016333,Vendor
i:178136,Emotional Residue,9,36,3449,Merchant,Etlol,1611016333,Vendor
i:173874,Twisted Sediment,2,8,12932,Merchant,Etlol,1611016333,Vendor
i:176810,?,1,4,147529,Merchant,Etlol,1611016333,Vendor
i:176422::1:6909:1:9:60,?,1,6,143815,Merchant,Etlol,1611016333,Vendor
i:179292,?,1,7,2195,Merchant,Etlol,1611038143,Vendor
i:173360,Glossy Fur,1,9,4159,Merchant,Etlol,1611038143,Vendor
i:175955,Umbral Pelt,1,11,3664,Merchant,Etlol,1611038143,Vendor
i:176866,Putrid Sludge,1,12,3943,Merchant,Etlol,1611038143,Vendor
i:173361,Polished Claw,1,12,12613,Merchant,Etlol,1611038143,Vendor
i:179296,?,1,13,2195,Merchant,Etlol,1611038143,Vendor
i:120329,?,1,3,100000,Merchant,Etlol,1611039276,Vendor
i:174021,Age-Worn Shortblade,1,4,10949,Merchant,Etlol,1611039276,Vendor
i:179308,Shadeskin Brandy Phial,1,1,8100,Merchant,Etlol,1611039281,Vendor
i:136633,Loose Trigger,4,4,6250,Merchant,Etlol,1611039295,Vendor
i:179485::3:1495:6646:6652,?,1,1,1116805,Merchant,Etlol,1611039328,Vendor
i:173361,Polished Claw,2,4,12613,Merchant,Etlol,1611041158,Vendor
i:114012,Underground Map,1,3,50000,Merchant,Etlol,1611041158,Vendor
i:114003,?,1,4,400000,Merchant,Etlol,1611041158,Vendor
i:173362,Lustrous Scale,1,4,3816,Merchant,Etlol,1611041158,Vendor
i:181379,?,6,12,860651,Merchant,Etlol,1611041317,Vendor
i:184563,?,2,4,4369866,Merchant,Etlol,1611041317,Vendor
i:167718,?,1,1,1000,Merchant,Etlol,1611041396,Vendor
i:34498,Paper Zeppelin Kit,1,1,25,Merchant,Etlol,1611041399,Vendor
i:178136,Emotional Residue,2,6,3449,Merchant,Etlol,1611045317,Vendor
i:173874,Twisted Sediment,1,3,12932,Merchant,Etlol,1611045317,Vendor
i:173871,Harrowed Ichor,10,70,3597,Merchant,Etlol,1611045317,Vendor
i:178178,Brittle Bark,5,35,3884,Merchant,Etlol,1611045317,Vendor
i:176871,Fortified Antennae,22,154,12055,Merchant,Etlol,1611045317,Vendor
i:173875,?,1,7,142585,Merchant,Etlol,1611045317,Vendor
i:6457,?,1,7,4,Merchant,Etlol,1611045317,Vendor
i:173360,Glossy Fur,1,7,4159,Merchant,Etlol,1611045317,Vendor
i:81055,Darkmoon Ride Ticket,3,3,2,Merchant,Etlol,1611047723,Vendor
i:184295::3:1535:6646:6652,?,1,1,358671,Merchant,Etlol,1611047764,Vendor
i:181418::3:1472:6646:6652,?,1,1,628506,Merchant,Etlol,1611047770,Vendor
i:178797::3:1498:6646:6652,?,1,1,620969,Merchant,Etlol,1611047780,Vendor
i:139799,?,1,1,80875,Merchant,Etlol,1611049269,Vendor
i:179370,Inert Passage Sigil,3,9,17183,Merchant,Etlol,1611051430,Vendor
i:179369,?,1,7,17183,Merchant,Etlol,1611051430,Vendor
i:179372,Broken Mawrat Trap,1,11,17183,Merchant,Etlol,1611051430,Vendor
i:179370,Inert Passage Sigil,3,15,17183,Merchant,Etlol,1611052302,Vendor
i:176929::1:6909:1:9:60,?,1,7,97387,Merchant,Etlol,1611052302,Vendor
i:167726,?,1,1,1000,Merchant,Etlol,1611052645,Vendor
i:178104,?,1,2,4342,Merchant,Etlol,1611053049,Vendor
i:184563,?,2,4,4369866,Merchant,Etlol,1611053049,Vendor
i:184567,?,9,18,1404533,Merchant,Etlol,1611053049,Vendor
i:177025,?,1,2,2500,Merchant,Etlol,1611053049,Vendor
i:173360,Glossy Fur,1,3,4159,Merchant,Etlol,1611055001,Vendor
i:173871,Harrowed Ichor,2,6,3597,Merchant,Etlol,1611055001,Vendor
i:173874,Twisted Sediment,1,3,12932,Merchant,Etlol,1611055001,Vendor
i:176871,Fortified Antennae,4,20,12055,Merchant,Etlol,1611056900,Vendor
i:176864,Barbed Leg,5,25,4330,Merchant,Etlol,1611056900,Vendor
i:176880,Colossal Stinger,1,5,145137,Merchant,Etlol,1611056900,Vendor
i:176859,Tempered Carapace,3,21,3521,Merchant,Etlol,1611056900,Vendor
i:176861,Engorged Venom Sac,1,7,12586,Merchant,Etlol,1611056900,Vendor
i:114004,?,1,4,10000,Merchant,Etlol,1611085617,Vendor
i:176871,Fortified Antennae,2,8,12055,Merchant,Etlol,1611085617,Vendor
i:173874,Twisted Sediment,5,20,12932,Merchant,Etlol,1611085617,Vendor
i:114012,Underground Map,1,4,50000,Merchant,Etlol,1611085617,Vendor
i:178178,Brittle Bark,7,28,3884,Merchant,Etlol,1611085617,Vendor
i:173871,Harrowed Ichor,7,28,3597,Merchant,Etlol,1611085617,Vendor
i:176872,Dense Stalk,2,8,14567,Merchant,Etlol,1611085617,Vendor
i:180309,Malicious Mandible,1,5,146572,Merchant,Etlol,1611085617,Vendor
i:176855,Caustic Secretion,1,5,12387,Merchant,Etlol,1611085617,Vendor
i:176874,Desiccated Humerus,1,5,11882,Merchant,Etlol,1611085617,Vendor
i:176882,?,1,5,180863,Merchant,Etlol,1611085617,Vendor
i:176853,Spindly Flesh,1,6,3780,Merchant,Etlol,1611085617,Vendor
i:178134,Ephemeral Digits,1,6,15085,Merchant,Etlol,1611085617,Vendor
i:176859,Tempered Carapace,1,6,3521,Merchant,Etlol,1611085617,Vendor
i:176866,Putrid Sludge,2,12,3943,Merchant,Etlol,1611085617,Vendor
i:180624,Faintly Glowing Vellum,10,80,3648,Merchant,Etlol,1611085617,Vendor
i:175707::1:6707:1:9:60,?,1,1,309855,Merchant,Etlol,1611085634,Vendor
i:175519::1:6707:1:9:60,?,1,1,366110,Merchant,Etlol,1611085635,Vendor
i:173859,Ethereal Pomegranate,1,1,1875,Merchant,Etlol,1611085640,Vendor
i:176859,Tempered Carapace,1,2,3521,Merchant,Etlol,1611088701,Vendor
i:178178,Brittle Bark,3,6,3884,Merchant,Etlol,1611088701,Vendor
i:175960,Notched Bone,2,6,4482,Merchant,Etlol,1611088701,Vendor
i:176871,Fortified Antennae,1,3,12055,Merchant,Etlol,1611088701,Vendor
i:173871,Harrowed Ichor,2,6,3597,Merchant,Etlol,1611088701,Vendor
i:180309,Malicious Mandible,1,4,146572,Merchant,Etlol,1611088701,Vendor
i:63317,?,3,15,20,Merchant,Etlol,1611088701,Vendor
i:60392,?,1,5,2073,Merchant,Etlol,1611088701,Vendor
i:173874,Twisted Sediment,2,14,12932,Merchant,Etlol,1611088701,Vendor
i:178113,Twitching Stone,5,10,3896,Merchant,Etlol,1611115721,Vendor
i:177755::1:6909:1:9:60,?,1,2,105624,Merchant,Etlol,1611115721,Vendor
i:178132,?,2,6,14248,Merchant,Etlol,1611115721,Vendor
i:178114,Stone Haunch,2,6,14593,Merchant,Etlol,1611115721,Vendor
i:178106,Splintered Fang,1,3,3896,Merchant,Etlol,1611115721,Vendor
i:178125,?,1,3,3573,Merchant,Etlol,1611115721,Vendor
i:179985,?,1,3,3489,Merchant,Etlol,1611115721,Vendor
i:63300,?,1,1,6000,Merchant,Etlol,1611115728,Vendor
i:58268,Roasted Beef,2,2,900,Merchant,Etlol,1611115730,Vendor
i:182691::2:6652:6908:1:9:60,Darkwing Headlopper,1,1,893167,Merchant,Etlol,1611115737,Vendor
i:176976::3:1711:6652:6907:1:9:60,Warflesh Stand of the Harmonious,1,1,374819,Merchant,Etlol,1611115737,Vendor
i:133254::1:6652:1:9:60,?,1,1,28912,Merchant,Etlol,1611115739,Vendor
i:55882,?,1,1,17890,Merchant,Etlol,1611115739,Vendor
i:179285,Jumari,1,1,1875,Merchant,Etlol,1611115746,Vendor
i:58269,?,2,2,1000,Merchant,Etlol,1611115750,Vendor
i:183065,?,10,10,720435,Merchant,Etlol,1611116306,Vendor
i:183050,?,1,1,3063240,Merchant,Etlol,1611116306,Vendor
i:183048,?,2,2,2366816,Merchant,Etlol,1611116306,Vendor
i:176866,Putrid Sludge,1,2,3943,Merchant,Etlol,1611117472,Vendor
i:176391,Leafy Antenna,3,6,11949,Merchant,Etlol,1611119393,Vendor
i:176087,Gorm Chitin,10,30,3728,Merchant,Etlol,1611119393,Vendor
i:176089,Treesnap Mandible,1,3,13065,Merchant,Etlol,1611119393,Vendor
i:176881,Grasping Tendril,1,3,141628,Merchant,Etlol,1611119393,Vendor
i:176392,Patterned Wing,2,8,4466,Merchant,Etlol,1611119393,Vendor
i:175960,Notched Bone,3,15,4482,Merchant,Etlol,1611119393,Vendor
i:173877,Burnished Hoof,2,10,13371,Merchant,Etlol,1611119393,Vendor
i:175955,Umbral Pelt,10,50,3664,Merchant,Etlol,1611119393,Vendor
i:63310,?,1,5,20,Merchant,Etlol,1611127143,Vendor
i:63348,?,2,10,990,Merchant,Etlol,1611127143,Vendor
i:63317,?,1,7,20,Merchant,Etlol,1611127143,Vendor
i:174022,Ceremonial Hand Bell,1,10,10305,Merchant,Etlol,1611127143,Vendor
i:174021,Age-Worn Shortblade,1,12,10949,Merchant,Etlol,1611127143,Vendor
i:174322,Harmonious Windchime,1,13,217640,Merchant,Etlol,1611127143,Vendor
i:173859,Ethereal Pomegranate,1,1,1875,Merchant,Etlol,1611127185,Vendor
i:63291,Blood Red Ale,1,1,37,Merchant,Etlol,1611127197,Vendor
i:63300,?,1,1,6000,Merchant,Etlol,1611127199,Vendor
i:179549::3:1465:6646:6652,?,1,1,1164628,Merchant,Etlol,1611127225,Vendor
i:179512::3:1465:6646:6652,?,1,1,1146694,Merchant,Etlol,1611127234,Vendor
i:133206::1:6652:1:9:60,?,1,1,80507,Merchant,Etlol,1611127239,Vendor
i:182993::4:43:1459:6646:7186,?,1,2,837722,Merchant,Etlol,1611127253,Vendor
i:55689::2:1690:6654:1:9:35,?,1,1,23925,Merchant,Etlol,1611127256,Vendor
i:174021,Age-Worn Shortblade,1,4,10949,Merchant,Etlol,1611130422,Vendor
i:174022,Ceremonial Hand Bell,2,4,10305,Merchant,Etlol,1611130422,Vendor
i:176809,Cracked Actuator,1,4,4534,Merchant,Etlol,1611130422,Vendor
i:6457,?,1,4,4,Merchant,Etlol,1611130422,Vendor
i:43326,?,1,4,509,Merchant,Etlol,1611130422,Vendor
i:184563,?,2,8,4369866,Merchant,Etlol,1611130422,Vendor
i:177057::2:1486:6616,Selfless Bearer's Wrists,1,1,2500000,Merchant,Etlol,1611154206,Vendor
i:177054::2:1486:6616,?,1,1,2500000,Merchant,Etlol,1611154207,Vendor
i:71953,Fallen Adventurer's Journal,1,1,665000,Feelmypower,Etlol,1610993433,Auction
i:173202,Shrouded Cloth,5,5,14155,Yölöswaggìns,Etlol,1611048409,Auction
i:173204,Lightless Silk,2,2,482980,Lonedream,Etlol,1611048409,Auction
i:172230,Soul Dust,9,9,142500,Imlín,Etlol,1611048409,Auction
i:183954,Malleable Wire,41,41,122075,Blazedemon,Etlol,1611048410,Auction
i:71952,Captured Insignia,1,1,665000,Feelmypower,Etlol,1611050111,Auction
i:176796,Elysian Dory,1,1,892715,Legali,Etlol,1611063252,Auction
i:182560,Glimmerhoof Drape,1,1,1526080,Dikifirasat,Etlol,1611098846,Auction
i:173204,Lightless Silk,4,4,475000,Mtangsally,Etlol,1611130534,Auction
i:172230,Soul Dust,8,8,179360,Bry,Etlol,1611130534,Auction
i:183954,Malleable Wire,3,3,122075,Frêjrdk,Etlol,1611130535,Auction
i:172230,Soul Dust,4,4,142500,Mzs,Etlol,1611130536,Auction
i:168586,Rising Glory,6,6,502360,Remal,Etlol,1611130536,Auction
i:173202,Shrouded Cloth,65,65,10735,Multiple Buyers,Etlol,1611130536,Auction
i:21213,Preserved Holly,5,5,6555,Cobzz,Etlol,1611154304,Auction
i:176803,Harmonious Mallet,1,1,664905,Vilax,Etlol,1610115006,Auction
i:177797,Depraved Darkblade's Epaulets,1,1,570095,Rahirnddon,Etlol,1610121506,Auction
i:176778,Umbrawing Leggings,1,1,567910,Amorllanth,Etlol,1610141782,Auction
i:178950,Blackhound Bulwark,1,1,475000,Squäll,Etlol,1610147137,Auction
i:172905::1:6893:3:9:60:29:40:30:49,?,1,1,439096,Merchant,Etlol,1611157431,Vendor
i:172231,Sacred Shard,5,5,669560,Wtfwar,Etlol,1611159210,Auction
i:173202,Shrouded Cloth,5,5,5130,Rembo,Etlol,1611159211,Auction
i:173033,Iridescent Amberjack,5,5,361000,Sourfangmonk,Etlol,1611159211,Auction
i:173202,Shrouded Cloth,13,13,9500,Prawnsor,Etlol,1611159211,Auction
i:180760,Crown of the Righteous,1,1,14447315,Bahdukun,Etlol,1611158052,Auction
i:113261,Sorcerous Fire,124,124,1900,Bruva,Etlol,1611164309,Auction
i:172232,Eternal Crystal,1,1,4378550,Demonhamster,Etlol,1611164309,Auction
i:173360,Glossy Fur,18,36,4159,Merchant,Etlol,1611170475,Vendor
i:176809,Cracked Actuator,1,2,4534,Merchant,Etlol,1611170475,Vendor
i:173877,Burnished Hoof,1,3,13371,Merchant,Etlol,1611170475,Vendor
i:71951,Banner of the Fallen,1,1,1159665,Feelmypower,Etlol,1611165329,Auction
i:118006,Shieldtronic Shield,2,2,1140,Escapedluny,Etlol,1611195594,Auction
i:172231,Sacred Shard,2,2,741000,Yiyiz,Etlol,1611195594,Auction
i:173173,Essence of Valor,5,5,1075590,Parlen,Etlol,1611195594,Auction
i:176853,Spindly Flesh,1,2,3780,Merchant,Etlol,1611195794,Vendor
i:176862,Marred Skin,2,6,3525,Merchant,Etlol,1611195794,Vendor
i:176874,Desiccated Humerus,2,8,11882,Merchant,Etlol,1611195794,Vendor
i:173362,Lustrous Scale,7,28,3816,Merchant,Etlol,1611195794,Vendor
i:158867,Needlepoint Bill,5,20,14392,Merchant,Etlol,1611195794,Vendor
i:155635,Sinewy Wing,9,36,3314,Merchant,Etlol,1611195794,Vendor
i:173874,Twisted Sediment,1,5,12932,Merchant,Etlol,1611195794,Vendor
i:173361,Polished Claw,2,10,12613,Merchant,Etlol,1611195794,Vendor
i:176869,Bone Chip,5,25,4410,Merchant,Etlol,1611195794,Vendor
i:176934::1:6909:1:9:60,?,1,5,147742,Merchant,Etlol,1611195794,Vendor
i:176866,Putrid Sludge,7,42,3943,Merchant,Etlol,1611195794,Vendor
i:176860,Keen Incisor,1,7,157736,Merchant,Etlol,1611195794,Vendor
i:176868,Sliver of Entropy,2,4,4438,Merchant,Etlol,1611202136,Vendor
i:178104,?,1,2,4342,Merchant,Etlol,1611202136,Vendor
i:178133,Tendrils of Ectoplasm,1,3,4290,Merchant,Etlol,1611202136,Vendor
i:176300::1:6909:1:9:60,?,1,3,200280,Merchant,Etlol,1611204882,Vendor
i:176305::1:6909:1:9:60,?,1,3,105240,Merchant,Etlol,1611204882,Vendor
i:179368,Immutable Shackles,1,3,39541,Merchant,Etlol,1611204882,Vendor
i:179370,Inert Passage Sigil,1,3,17183,Merchant,Etlol,1611204882,Vendor
i:179369,?,2,4,17183,Merchant,Etlol,1611206390,Vendor
i:176949::1:6909:1:9:60,?,1,2,97376,Merchant,Etlol,1611206390,Vendor
i:179368,Immutable Shackles,1,3,39541,Merchant,Etlol,1611206390,Vendor
i:178136,Emotional Residue,14,56,3449,Merchant,Etlol,1611252462,Vendor
i:173874,Twisted Sediment,10,80,12932,Merchant,Etlol,1611252462,Vendor
i:178136,Emotional Residue,11,33,3449,Merchant,Etlol,1611313999,Vendor
i:174322,Harmonious Windchime,1,3,217640,Merchant,Etlol,1611313999,Vendor
i:174021,Age-Worn Shortblade,1,3,10949,Merchant,Etlol,1611313999,Vendor
i:173874,Twisted Sediment,5,15,12932,Merchant,Etlol,1611313999,Vendor
i:176428::1:6909:1:9:60,?,1,6,147140,Merchant,Etlol,1611313999,Vendor
i:174022,Ceremonial Hand Bell,1,6,10305,Merchant,Etlol,1611313999,Vendor
i:178926,Shadowghast Ring,1,1,81700000,Breakinpoint,Etlol,1611198174,Auction
i:182746,All-In-One Belt Repair Kit,1,1,950190,Kargryn,Etlol,1611221499,Auction
i:176786,Umbrawing Cord,1,1,383040,Cafo,Etlol,1611236355,Auction
i:132184,Intact Shimmering Scale,7,35,1946,Merchant,Etlol,1611319512,Vendor
i:114013,\"01000010\",1,11,5000,Merchant,Etlol,1611319512,Vendor
i:114014,?,1,13,40000,Merchant,Etlol,1611319512,Vendor
i:132231,Worn Hooked Claw,6,78,2198,Merchant,Etlol,1611319512,Vendor
i:43321,?,1,13,509,Merchant,Etlol,1611319512,Vendor
i:132204,Sticky Volatile Substance,19,247,2097,Merchant,Etlol,1611319512,Vendor
i:132199,Congealed Felblood,4,52,29457,Merchant,Etlol,1611319512,Vendor
i:132197,Fel Paw,1,13,61311,Merchant,Etlol,1611319512,Vendor
i:132204,Sticky Volatile Substance,8,32,2097,Merchant,Etlol,1611320412,Vendor
i:132199,Congealed Felblood,3,12,29457,Merchant,Etlol,1611320412,Vendor
i:136545,?,3,3,1250,Merchant,Etlol,1611321327,Vendor
i:136561,Inferno Punch,1,1,1260,Merchant,Etlol,1611321332,Vendor
i:136556,?,2,2,1250,Merchant,Etlol,1611321342,Vendor
i:109599,Neural Silencer,1,1,875,Merchant,Etlol,1611321347,Vendor
i:147238::3:1478:1690:3528,?,1,1,48667,Merchant,Etlol,1611321370,Vendor
i:147250::4:1478:1704:3336:5855,?,1,1,158243,Merchant,Etlol,1611321371,Vendor
i:146909,?,2,2,2000,Merchant,Etlol,1611324863,Vendor
i:136561,Inferno Punch,2,2,1260,Merchant,Etlol,1611324868,Vendor
i:127834,Ancient Healing Potion,2,4,1200,Merchant,Etlol,1611324881,Vendor
i:136569,?,1,1,1200,Merchant,Etlol,1611324882,Vendor
i:136556,?,4,8,1250,Merchant,Etlol,1611326096,Vendor
i:136545,?,2,2,1250,Merchant,Etlol,1611326097,Vendor
i:176809,Cracked Actuator,10,20,4534,Merchant,Etlol,1611328649,Vendor
i:6457,?,9,18,4,Merchant,Etlol,1611328649,Vendor
i:176807,Dented Armorplate,3,6,13450,Merchant,Etlol,1611328649,Vendor
i:176810,?,1,3,147529,Merchant,Etlol,1611328649,Vendor
i:180286,?,1,3,3750,Merchant,Etlol,1611328649,Vendor
i:177025,?,1,3,2500,Merchant,Etlol,1611328649,Vendor
i:177028,?,1,3,3750,Merchant,Etlol,1611328649,Vendor
i:177027,?,1,4,8250,Merchant,Etlol,1611328649,Vendor
i:173362,Lustrous Scale,6,24,3816,Merchant,Etlol,1611328649,Vendor
i:155635,Sinewy Wing,8,40,3314,Merchant,Etlol,1611328649,Vendor
i:158867,Needlepoint Bill,5,25,14392,Merchant,Etlol,1611328649,Vendor
i:173361,Polished Claw,1,6,12613,Merchant,Etlol,1611328649,Vendor
i:176869,Bone Chip,2,4,4410,Merchant,Etlol,1611330337,Vendor
i:184842::3:1472:6646:6652,?,1,2,722618,Merchant,Etlol,1611330348,Vendor
i:181507::3:1472:6616:6652,?,1,1,518122,Merchant,Etlol,1611330350,Vendor
i:176862,Marred Skin,2,4,3525,Merchant,Etlol,1611335068,Vendor
i:178178,Brittle Bark,1,2,3884,Merchant,Etlol,1611335068,Vendor
i:176852,Hardened Tail Bone,2,6,12945,Merchant,Etlol,1611335068,Vendor
i:176871,Fortified Antennae,2,6,12055,Merchant,Etlol,1611335068,Vendor
i:178173,Crumbling Sandstone,1,3,12002,Merchant,Etlol,1611335068,Vendor
i:178104,?,3,12,4342,Merchant,Etlol,1611335068,Vendor
i:18225,?,1,4,140,Merchant,Etlol,1611335990,Vendor
i:178113,Twitching Stone,2,6,3896,Merchant,Etlol,1611336610,Vendor
i:158867,Needlepoint Bill,1,3,14392,Merchant,Etlol,1611339787,Vendor
i:178178,Brittle Bark,1,3,3884,Merchant,Etlol,1611339787,Vendor
i:8953,?,1,1,200,Merchant,Etlol,1611340023,Vendor
i:180519,?,1,3,2195,Merchant,Etlol,1611349012,Vendor
i:180505,?,1,3,2195,Merchant,Etlol,1611349012,Vendor
i:180521,?,1,3,2195,Merchant,Etlol,1611349012,Vendor
i:181488,?,5,15,888891,Merchant,Etlol,1611349012,Vendor
i:181491,?,2,10,3271800,Merchant,Etlol,1611349012,Vendor
i:181485,?,4,20,1219328,Merchant,Etlol,1611349012,Vendor
i:183048,?,6,18,2366816,Merchant,Etlol,1611349081,Vendor
i:183073,?,1,3,6030800,Merchant,Etlol,1611349081,Vendor
i:172056,Medley of Transplanar Spices,2,2,1250,Merchant,Etlol,1611350369,Vendor
i:178786,Lusterwheat Flour,3,3,875,Merchant,Etlol,1611350372,Vendor
i:172059,Rich Grazer Milk,9,9,1062,Merchant,Etlol,1611350374,Vendor
i:152545,Frenzied Fangtooth,1,1,625,Merchant,Etlol,1611350394,Vendor
i:176853,Spindly Flesh,13,26,3780,Merchant,Etlol,1611353752,Vendor
i:176874,Desiccated Humerus,2,4,11882,Merchant,Etlol,1611353752,Vendor
i:176866,Putrid Sludge,22,66,3943,Merchant,Etlol,1611353752,Vendor
i:176855,Caustic Secretion,1,3,12387,Merchant,Etlol,1611353752,Vendor
i:176883,?,2,6,169060,Merchant,Etlol,1611353752,Vendor
i:176859,Tempered Carapace,8,24,3521,Merchant,Etlol,1611353752,Vendor
i:176862,Marred Skin,1,4,3525,Merchant,Etlol,1611353752,Vendor
i:176879,Silk Spigot,1,5,142425,Merchant,Etlol,1611353752,Vendor
